ID;SEXO;EDAD;GRADO_INSTRUCCION;GRADO_OCUPACIONAL;TIPO_CARGO;AÑOS_TRABAJANDO;GERENCIA;AREA;CREDIBILIDAD;RESPETO;IMPARCIALIDAD;ORGULLO;CAMARADERIA;GENERAL;CALIFICACION;SUGERENCIA;TARGET
078;Femenino;de 31 a 38 años;Instituto superior o técnico completo;Encargado;Trabajador;de 1 a 3 años;Gerencia de Alimentos y Bebidas;Restaurante Eliazar (A&B);1.625;2.266666667;2.333333333;1.666666667;2.8;1;Horario, puntualidad de pagos aunque es muy bajo.;Cambiar al gerente de A&B. Capacitación a los empleados. Alimentacioón. Sueldo.;DETRACTOR
079;Femenino;de 31 a 38 años;Universitaria completa;Supervisor;Trabajador;menos de 1 año;Gerencia de Alimentos y Bebidas;Restaurante Eliazar (A&B);2.8125;2.566666667;2.666666667;3.5;3.1;4;Infraestructura y servicio que ofrecen: Gym, comedor, sala de descanso, debería haber un aula de psicología y una de silla de masajes. Es una empresa que te da un respaldo ya que da todos tus beneficios como trabajador.;"Deberían evaluar el trabajo de los jefes, a veces deja mucho que desear. Cuando haya fiestas como el día del trabajo o de San Valentín, los que atienden el servicio no deberíamos ser nosotros sino un catering o personas ""x"" (no Eventos) pues ellos merecen divertirse y disfrutar como cualquier colaborador. Los regalos de los trabajadores deberían ser por áreas y así no este presente guardarse su regalo ya que es algo justo y equitativo para todos. Igual con los regalos de los niños, o sea si no va mi hijo no tiene regalo? Es algo ilógico.";NEUTRO
080;Femenino;22 años o menos;Instituto superior o técnico completo;Auxiliar (otros);Trabajador;menos de 1 año;Gerencia de Alimentos y Bebidas;Restaurante Eliazar (A&B);4.09375;4;3.125;3.777777778;4.05;4;Es una empresa organizada, que piensa mucho en los colaboradores y sus familias.;Me gustaría que den becas o que los descuentos en las universidades sean mejores.;NEUTRO
081;Masculino;de 46 años o más;Secundaria o menor;Auxiliar Mozo (A&B);Trabajador;menos de 1 año;Gerencia de Alimentos y Bebidas;Restaurante Eliazar (A&B);4.5;4.5;4.5;4.5;4.5;4.5;Bueno al menos yo estoy bien en el trabajo en un ambiente familiar.;Que tenga un hotel sería genial.;PROMOTOR
082;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Auxiliar Mozo (A&B);Trabajador;menos de 1 año;Gerencia de Alimentos y Bebidas;Restaurante Eliazar (A&B);4.65625;4.533333333;4.291666667;4.666666667;4.75;5;Siempre quise trabajar en Atlantic City y ahora estoy trabajando estoy feliz y poner la camiseta para que todo salga bien trabajar en grupo porque somos una familia,;Que no cobre la comida del comedor al personal porque el sueldo no lo permite y aumento del personal.;PROMOTOR
083;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Mozo (A&B);Trabajador;de 1 a 3 años;Gerencia de Alimentos y Bebidas;Restaurante Eliazar (A&B);3.34375;3.133333333;2.916666667;3.111111111;3.8;4;La solidez y la puntualidad en su pagos.;Dar capacitaciones constantes, aumentos, reconocimientos y dar los alimentos gratuitos.;NEUTRO
084;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Técnico de Cocina;Trabajador;menos de 1 año;Gerencia de Alimentos y Bebidas;Restaurante Eliazar (A&B);2.5625;2.6;2.5;2.555555556;3;2.5;El gimnasio.;No indica;DETRACTOR
085;Masculino;de 31 a 38 años;Post-grado;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 4 a 6 años;Gerencia de Alimentos y Bebidas;Restaurante Eliazar (A&B);3.96875;3.833333333;3.291666667;3.888888889;4.5;5;Infraestructura, vanguardia, ambiente, trabajo en equipo.;Mejorar los sueldos, línea de carrera.;PROMOTOR
086;Masculino;de 46 años o más;Instituto superior o técnico incompleto;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 4 a 6 años;Gerencia de Alimentos y Bebidas;Restaurante Eliazar (A&B);3.34375;3.433333333;3.541666667;4.277777778;3.65;5;La seguridad tanto física, como económica, la preocupación para capacitar de manera organizacional.;Mejoraría la parte de igualdad y que no todo aquí se reclama, si no el mundo entero. De parte de la salud, me agradaría que sigan haciendo más seguido los masajes anti stress son excelentes.;NEUTRO
087;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Auxiliar Mozo (A&B);Trabajador;de 1 a 3 años;Gerencia de Alimentos y Bebidas;Eventos (A&B);2.34375;2.966666667;2.541666667;3.388888889;2.65;5;Sus capacitaciones son muy buenas y sigan así llegaremos lejos.;Mucha maldad en mi área y argolla.;NEUTRO
088;Masculino;de 39 a 45 años;Instituto superior o técnico incompleto;Auxiliar Mozo (A&B);Trabajador;de 7 a 9 años;Gerencia de Alimentos y Bebidas;Eventos (A&B);3.6875;2.466666667;1.916666667;3.222222222;2.45;2;Empresa ordenada administrativamente por lo tanto tienes tus beneficios de ley al día.;Sería bueno que capaciten a los trabajadores con estudios y no dejarlos tantos años en el mismo puesto. También sería bueno que la comida sea gratis con eso se lograría el objetivo.;DETRACTOR
089;Femenino;de 31 a 38 años;Secundaria o menor;Auxiliar Mozo (A&B);Trabajador;menos de 1 año;Gerencia de Alimentos y Bebidas;Eventos (A&B);4.125;3.1;3.291666667;4.222222222;3.2;5;Si es algo muy especial porque nos hace sentir más unidos cada vez y el trato de los jefes nos hace sentir bien en el lugar de trabajo.;Que en Navidad nos regalen nuestra canasta navideña a todos porque sería algo importante para las personas que más necesitan.;NEUTRO
090;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Auxiliar Mozo (A&B);Trabajador;de 7 a 9 años;Gerencia de Alimentos y Bebidas;Eventos (A&B);3.40625;3.433333333;3.25;4.277777778;3.75;4;Su infraestructura, instalaciones de servicio de descanso, exclusividad, derechos del trabajador y beneficios laborales, pagos puntuales, etc.;Un lugar donde nos hagan sentir importante para la empresa, capacitaciones y no discriminación de diferente índole sexual y económica.;NEUTRO
091;Masculino;de 31 a 38 años;Secundaria o menor;Auxiliar Mozo (A&B);Trabajador;menos de 1 año;Gerencia de Alimentos y Bebidas;Eventos (A&B);4.1875;3.766666667;3.166666667;4.444444444;4.5;4;No indica;No indica;NEUTRO
092;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Técnico (otros);Trabajador;de 7 a 9 años;Gerencia de Alimentos y Bebidas;Eventos (A&B);3.15625;3.166666667;3.458333333;4.111111111;3.5;4;No indica;La organización del comedor.;NEUTRO
093;Masculino;de 39 a 45 años;Instituto superior o técnico incompleto;Técnico (otros);Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Alimentos y Bebidas;Eventos (A&B);2.875;2.733333333;3.041666667;3;3.6;3;No indica;Mejorar la comunicación entre áreas de diferentes gerencias y unificarlos todas las áreas del casino porque cada uno jala para lo suyo.;NEUTRO
094;Masculino;de 39 a 45 años;Instituto superior o técnico completo;Técnico de Cocina;Trabajador;de 7 a 9 años;Gerencia de Alimentos y Bebidas;Eventos (A&B);3.65625;3.7;3.708333333;4.111111111;4.05;4;Existe buena estructura y seguridad. Hay posibilidades para crecer profesionalmente. No hay distinción.;Que exista equidad en las áreas y mejores utilidades. Refrigerio para personal de cocina. Control de precios con los proveedores. Más equipos modernos.;NEUTRO
095;Masculino;de 39 a 45 años;Instituto superior o técnico completo;Supervisor;Trabajador;de 7 a 9 años;Gerencia de Alimentos y Bebidas;Eventos (A&B);3.3125;2.866666667;3.041666667;3.333333333;3.2;3;Hay cada área con técnicos y profesionales dedicados al desarrollo para un buen servicio.;"Como área un checklist para cada colaborador y trabajar en el ""trabajo en equipo"" desde la cabeza. Como empresa que confíen en la actitud positiva de cada uno, estamos en un etapa de cambios y nosotros apostamos por ello.";NEUTRO
096;Femenino;de 31 a 38 años;Universitaria incompleta;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Alimentos y Bebidas;Eventos (A&B);3;2.666666667;2.541666667;2.722222222;3;3;Respecto al área sí en cuento a la emrpesa no hay oportunidad de crecer profesionalmente.;Mejores remuneraciones, más oportunidades par estudiar y mejores utilidades.;DETRACTOR
097;Femenino;de 31 a 38 años;Universitaria completa;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Alimentos y Bebidas;Eventos (A&B);3.78125;4.033333333;3.625;4.333333333;3.85;4.5;No indica;Si pueden hacer muchos cambios pero considero que lo que se necesita es mejorar bastante la comunicación.;NEUTRO
098;Masculino;de 23 a 30 años;Universitaria incompleta;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 1 a 3 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);4.125;4.133333333;3.458333333;4.388888889;4.4;5;Tenemos un ambiente acogedor, el trabajador puede decir orgulloso que labora aquí.;Los sueldos se encuentran por debajo del mercado.;PROMOTOR
099;Masculino;de 39 a 45 años;Post-grado;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 4 a 6 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.875;3.933333333;4.166666667;4.888888889;4.45;5;La calidad emana del área y el trabajo en equipo.;Que todos tengan los mismos beneficios y haya comunicación entre gerencias.;PROMOTOR
100;Femenino;de 31 a 38 años;Instituto superior o técnico completo;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);4.46875;4.3;4.375;4;4.55;4;Las personas que trabajan en mi área, la gran mayoría te hace sentir bien y se preocupan por sus compañeros.;Me parece que a algunos jefes o gerentes les falta asumir la ideología actual de la empresa.;PROMOTOR
101;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 1 a 3 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);4.21875;4.366666667;4.708333333;4.722222222;4.8;5;La comprensión y flexibilidad que tenemos en nuestra área es única. Desde nuestro jefe directo que es sumamente humano y profesional.;Mayor comunicación entre áreas porque a veces parece que esta dividida, no digo que esté mal pero una mayor comunicación sería mejor.;PROMOTOR
102;Masculino;de 31 a 38 años;Instituto superior o técnico completo;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 4 a 6 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.90625;3.833333333;3.791666667;3.888888889;3.75;4.5;Infraestructura;No indica;NEUTRO
103;Masculino;de 39 a 45 años;Instituto superior o técnico incompleto;Encargado;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);4.625;4.733333333;3.833333333;4.777777778;4.9;5;El ambiente que se percibe de cordialidad y saludo constante, los jefes te dan la confianza de desarrollarte tú solo.;Mejorar los sueldos de mi área. Cambiaría trabajar los 25 de diciembre y las mañanas.;PROMOTOR
104;Femenino;de 31 a 38 años;Instituto superior o técnico completo;Encargado;Jefaturas (Jefe, Supervisor, Encargados);de 4 a 6 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.6875;3.4;3.041666667;3.722222222;3.45;3.5;No indica;Creo que si incrementaran los sueldos esto ayudaríaa encontrar personal más capacitado y más educado.;NEUTRO
105;Masculino;de 39 a 45 años;Instituto superior o técnico incompleto;Técnico (otros);Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.59375;3.933333333;3.791666667;4.055555556;4.05;5;Los compañeros y jefe directo que tenemos.;La demora en conseguir personal. Equidad de las áreas por bonos.;PROMOTOR
106;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Técnico de Cocina;Trabajador;menos de 1 año;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);4.375;4.366666667;4.083333333;4.555555556;4.6;4;La comodidad, horarios.;Sería bueno que hagan un hotel.;PROMOTOR
107;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Técnico de Cocina;Trabajador;menos de 1 año;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.21875;3.333333333;3;3.833333333;4.1;5;Te brinda seguridad en sus instalaciones y acatan los beneficios que te corresponden.;No indica;NEUTRO
108;Masculino;de 31 a 38 años;Secundaria o menor;Técnico de Cocina;Trabajador;de 4 a 6 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.84375;4;3.541666667;4;4;4.5;Sus ambientes de trabajo.;Que puedan escuchar a las demás personas.;NEUTRO
109;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Técnico de Cocina;Trabajador;de 4 a 6 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.0625;3.133333333;1.875;3.222222222;3.15;3;Bueno es un lugar seguro y nos pagan puntual.;Bueno en particular cambiaría al gerente de A & B. No puede ser posible que trabajadores del turno amanecidas no tengan ningún beneficio especial. Peor aun turnos diurnos son más favorecidos.;DETRACTOR
110;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Técnico de Cocina;Trabajador;menos de 1 año;Gerencia de Alimentos y Bebidas;Cocina Panadería / Pastelería (A&B);4.09375;4.066666667;4.208333333;4.555555556;4.5;5;Su gente y clase de persona que trabajan .;Que no haya favoritismo si no todo lo contrario ganarse a pulso y esfuerzo lo que merecemos.;PROMOTOR
111;Masculino;de 31 a 38 años;Universitaria completa;Técnico de Cocina;Trabajador;de 7 a 9 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);2.90625;2.666666667;2.666666667;3.222222222;2.85;2;No indica;Que el trato y el desempeño profesional sea igual para todos, que se nivele los puestos y sueldos, que se reconozca a los que en realidad ponen su esfuerzo en el área, que se de las herramientas necesarias y que se reconozca todas las áreas no solo algunas.;DETRACTOR
112;Masculino;de 46 años o más;Instituto superior o técnico incompleto;Técnico de Cocina;Trabajador;de 7 a 9 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);1.90625;1.6;1.833333333;1.666666667;1.95;2;Es un lugar muy bueno, me brinda todo para realizar nuestro trabajo, me siento muy bien en Atlantic City.;No indica;DETRACTOR
113;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Técnico de Cocina;Trabajador;de 4 a 6 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.21875;3.433333333;3.75;3.333333333;3.4;3;Como empresa se siente como si fuera tu segunda casa.;No indica;NEUTRO
114;Masculino;22 años o menos;Instituto superior o técnico completo;Técnico de Cocina;Trabajador;de 1 a 3 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.59375;3.466666667;3.333333333;4;3.6;4.5;Es un lugar acogedor, amplio y único.;Que los gerentes de cada área esten más comunicados con sus gerencias.;NEUTRO
115;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Técnico de Cocina;Trabajador;de 1 a 3 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.3125;2.966666667;2.833333333;4;3.75;3.5;Los beneficios que nos da la empresa y el lugar donde se labora.;Que la remuneración de los colaboradores sea justa, a veces cuando uno ve que afuera dice ahí pagarán bien pero cuando estás dentro otra es la historia.;NEUTRO
116;Masculino;de 39 a 45 años;Secundaria o menor;Técnico de Cocina;Trabajador;más de 15 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);2.84375;2.966666667;3;4;3.3;4;No indica;No indica;NEUTRO
117;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Técnico de Cocina;Trabajador;de 4 a 6 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);2.3125;2.133333333;2;2.333333333;2;1;El pago es puntual, aunque sea bajo el pago.;Cambiando primero al gerente.;DETRACTOR
118;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Técnico de Cocina;Trabajador;de 1 a 3 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);2.53125;2.7;2.208333333;2.555555556;2.8;3.5;El pago puntual de la quincena, fin de mes y beneficios de ley.;Pagar lo justo a sus trabajadores, los cuales trabajamos más que otros y ganamos menos.;DETRACTOR
119;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Técnico de Cocina;Trabajador;de 1 a 3 años;Gerencia de Alimentos y Bebidas;Cocina Central / Comedor / Eliazar (A&B);3.71875;3.666666667;3.375;3.777777778;3.35;3;Yo trabajo en cocina y es una gran familia, todos somos parte de cocina central desde el chef ejecutivo hasta el stewar. Todos son importantes, es un conjunto de esfuerzos, multiplicado por las ganas de superación, aprender y mejorar día a día.;El trato entre áreas, más comunicación, más respeto, tratarnos todos por igual porque primero que trabjadores somos personas y trabajamos en una misma empresa. Por ende, todos somos responsables de los éxitos y fracasos. El clima laboral debe mejorar mucho!;NEUTRO
